location,type,minF,maxF,duration,bandwidth,Fi,Ff
mexico,1,4633.00,8121.00,0.44,3488069.00,4633.00,8121.00
mexico,4,4665.00,9849.00,0.45,5183585.00,6272.00,9849.00
mexico,5,4562.00,7257.00,0.48,2695464.00,4562.00,6894.00
mexico,3,4924.00,7050.00,0.44,2125270.00,5184.00,4924.00
mexico,4,5132.00,8397.00,0.57,3265659.00,6894.00,8397.00
mexico,1,4406.00,10315.00,0.43,5909287.00,4406.00,10315.00
mexico,1,3991.00,10419.00,0.53,6427645.00,3991.00,10419.00
mexico,1,4302.00,10367.00,0.52,6064795.00,4302.00,10367.00
mexico,1,5012.00,8130.00,0.34,3118329.00,5012.00,8130.00
mexico,1,4095.00,10575.00,0.54,6479482.00,4095.00,10575.00
mexico,1,4140.00,10685.00,0.51,6545455.00,4140.00,10685.00
mexico,1,3860.00,10462.00,0.84,6601398.00,3860.00,10462.00
mexico,3,4643.00,7217.00,0.30,2573426.00,5852.00,4643.00
mexico,3,4811.00,7161.00,0.26,2349650.00,5315.00,4811.00
mexico,3,6013.00,9020.00,0.49,3006711.00,6672.00,6013.00
mexico,5,3879.00,11017.00,1.23,7137931.00,7707.00,5121.00
mexico,3,4603.00,10552.00,0.77,5948276.00,6090.00,4603.00
mexico,3,3594.00,8290.00,0.41,4695652.00,3594.00,3900.00
mexico,3,2841.00,8406.00,0.38,5565217.00,2841.00,4260.00
mexico,3,3884.00,8232.00,0.36,4347826.00,3884.00,4080.00
mexico,3,4406.00,7420.00,0.32,3014493.00,4260.00,4406.00
mexico,3,4058.00,8000.00,0.40,3942029.00,4260.00,4058.00
mexico,3,4529.00,8382.00,0.41,3852495.00,4738.00,4529.00
mexico,3,4425.00,8330.00,0.71,3904555.00,5518.00,4425.00
mexico,3,5466.00,9059.00,0.59,3592191.00,5466.00,5935.00
mexico,4,5362.00,10256.00,0.49,4893709.00,8746.00,10256.00
mexico,3,5310.00,10725.00,0.56,5414317.00,8434.00,5310.00
mexico,3,4581.00,8330.00,0.50,3748373.00,5855.00,4581.00
mexico,3,5050.00,8434.00,0.54,3383947.00,5391.00,5050.00
mexico,3,4529.00,8278.00,0.55,3748373.00,6377.00,4529.00
mexico,3,4790.00,8330.00,0.51,3540130.00,6087.00,4790.00
mexico,1,3478.00,12522.00,0.52,9043478.00,3478.00,12522.00
mexico,1,3580.00,8448.00,0.53,4867132.00,3580.00,8448.00
mexico,1,3636.00,9287.00,0.63,5650349.00,3636.00,9287.00
mexico,1,3748.00,9734.00,0.57,5986014.00,3748.00,9734.00
mexico,1,3466.00,7345.00,0.21,3879311.00,3466.00,7345.00
mexico,1,4241.00,9517.00,0.37,5275862.00,4241.00,9517.00
mexico,3,4821.00,9857.00,0.57,5035714.00,4821.00,6195.00
mexico,1,6456.00,10829.00,0.23,4373102.00,6456.00,10829.00
mexico,1,6768.00,10672.00,0.16,3904555.00,6768.00,10672.00
mexico,1,6195.00,11714.00,0.16,5518438.00,6195.00,11714.00
mexico,1,5310.00,11818.00,0.68,6507592.00,5310.00,11818.00
mexico,3,4581.00,10152.00,0.64,5570499.00,4894.00,4581.00
mexico,1,3228.00,9631.00,0.49,6403470.00,3228.00,9631.00
mexico,1,4061.00,9319.00,0.45,5258134.00,4061.00,9319.00
mexico,3,4422.00,9924.00,0.66,5501124.00,4422.00,5362.00
venezuela,1,8145.90,15519.30,0.68,7373.40,8145.90,15519.30
venezuela,1,6109.40,15238.40,0.71,9129.00,6109.40,15238.40
venezuela,6,7233.00,7865.00,0.35,632.00,7865.00,7233.00
venezuela,2,8567.20,11095.00,0.23,2527.80,11095.20,8637.40
venezuela,1,7022.30,14817.00,0.33,7794.70,7022.30,14817.00
venezuela,6,7373.40,7443.60,0.23,70.20,7373.40,7443.60
venezuela,6,7233.00,7794.70,0.36,561.70,7584.10,7233.00
venezuela,6,7303.20,7865.00,0.39,561.80,7513.90,7303.20
venezuela,6,7443.60,7654.30,0.34,210.70,7584.10,7443.60
venezuela,1,5547.60,9480.10,0.34,3932.50,5547.60,9480.10
venezuela,1,7794.70,17274.80,0.47,9480.10,7794.70,17274.80
venezuela,1,7865.00,14746.80,0.42,6881.80,7865.00,14746.80
venezuela,1,5758.30,14255.00,0.51,8496.70,5758.30,14255.00
venezuela,1,8777.90,18117.50,0.40,9339.60,8777.90,18117.50
venezuela,1,8426.80,17485.50,0.34,9058.70,8426.80,17485.50
venezuela,1,9339.60,15729.90,0.28,6390.30,9339.60,15729.90
venezuela,6,7303.20,7865.00,0.24,561.80,7865.00,7654.30
venezuela,1,9690.80,12359.20,0.11,2668.40,9690.80,12359.20
venezuela,3,7162.70,18117.50,0.55,10954.80,12289.00,7162.70
venezuela,2,7865.00,14536.10,0.85,6671.10,14536.10,7865.00
venezuela,4,6179.60,14325.50,1.04,8145.90,14325.50,8848.10
venezuela,3,7443.60,17064.20,1.66,9620.60,10673.90,7443.60
venezuela,2,6320.10,16291.70,1.12,9971.60,16291.70,6320.10
venezuela,5,7443.60,18258.00,1.51,10814.40,15449.00,10603.70
venezuela,1,12710.40,17555.70,0.14,4845.30,12710.40,17555.70
venezuela,5,8567.20,19311.30,1.05,10744.10,10673.90,18187.70
venezuela,2,13342.40,18468.60,0.62,5126.20,18468.60,13342.40
venezuela,4,8707.60,18258.00,0.65,9550.40,17345.10,18258.00
venezuela,4,12710.40,18609.10,0.45,5898.70,18609.10,16853.50
venezuela,2,13974.40,17626.00,0.41,3651.60,17626.00,13974.40
venezuela,2,7724.50,13974.40,0.76,6249.90,13974.40,7724.50
venezuela,3,5407.20,18258.00,0.85,12850.80,5407.20,8918.30
venezuela,2,10252.50,12429.50,0.55,2177.00,12429.50,10252.50
venezuela,5,7303.20,20083.80,2.30,12780.60,10814.30,9269.40
venezuela,5,7233.00,20294.40,1.19,13061.40,17415.30,9269.40
venezuela,2,9761.00,16923.70,0.64,7162.70,16923.70,9761.00
venezuela,5,8538.50,21615.40,1.93,13076.90,21615.40,8538.50
venezuela,1,10000.00,16307.70,0.61,6307.70,10000.00,16307.70
venezuela,5,7000.00,21384.60,2.19,14384.60,21384.60,7000.00
venezuela,6,18692.30,19307.70,0.16,615.40,19076.90,18923.10
venezuela,3,8538.50,14000.00,0.50,5461.50,9769.20,8538.50
venezuela,5,6846.20,21384.60,2.11,14538.40,20923.10,6846.20
venezuela,1,10076.90,17384.60,0.34,7307.70,10076.90,17384.60
venezuela,3,13000.00,15846.20,0.27,2846.20,14000.00,13000.00
venezuela,3,13307.70,15692.30,0.28,2384.60,13307.70,13307.70
venezuela,1,7384.60,14307.70,0.30,6923.10,7384.60,14307.70
venezuela,3,17153.80,19692.30,0.19,2538.50,17153.80,17461.50
venezuela,1,10230.80,21692.30,0.28,11461.50,10230.80,21692.30
venezuela,1,9846.20,20153.80,0.20,10307.60,9846.20,20153.80
venezuela,3,17538.50,19538.50,0.19,2000.00,17846.20,17538.50
venezuela,2,8692.30,16461.50,0.52,7769.20,16461.50,8692.30
venezuela,1,7153.80,18000.00,0.42,10846.20,7153.80,18000.00
venezuela,1,9692.30,15230.80,0.26,5538.50,9692.30,15230.80
venezuela,1,6153.80,16230.80,0.41,10077.00,6153.80,16230.80
venezuela,1,7461.50,16384.60,0.28,8923.10,7461.50,16384.60
venezuela,2,10461.50,19307.70,0.19,8846.20,19307.70,10461.50
venezuela,3,10923.10,19384.60,0.44,8461.50,10923.10,16384.60
venezuela,4,8923.10,15538.50,0.34,6615.40,15538.50,15461.50
venezuela,3,10000.00,19230.80,0.36,9230.80,10000.00,16384.60
venezuela,1,9307.70,15384.60,0.44,6076.90,9307.70,15384.60
venezuela,1,10230.80,14923.10,0.36,4692.30,10230.80,14923.10
venezuela,1,12538.50,21692.30,0.33,9153.80,12538.50,21692.30
venezuela,1,8000.00,19923.10,0.43,11923.10,8000.00,19923.10
venezuela,1,6000.00,17153.80,0.58,11153.80,6000.00,17153.80
venezuela,1,11384.60,17769.20,0.22,6384.60,11384.60,17769.20
venezuela,3,11615.40,14000.00,0.14,2384.60,12153.80,11615.40
venezuela,3,10615.40,14153.80,0.16,3538.40,10615.40,10923.10
venezuela,4,9153.80,14615.40,0.30,5461.60,14615.40,12846.20
venezuela,1,6384.60,13538.50,0.31,7153.90,6384.60,11692.30
venezuela,1,6384.60,18846.20,0.39,12461.60,6384.60,18846.20
venezuela,1,7615.40,19538.50,0.41,11923.10,7615.40,19538.50
venezuela,3,7384.60,19538.50,0.35,12153.90,7384.60,12153.80
venezuela,2,11230.80,15923.10,0.11,4692.30,15923.10,11230.80
venezuela,2,11923.10,16923.10,0.23,5000.00,15923.10,11923.10
venezuela,3,10769.20,16923.10,0.34,6153.90,13615.40,10769.20
venezuela,3,12153.80,16692.30,0.33,4538.50,12153.80,12307.70
venezuela,2,9230.80,16615.40,0.67,7384.60,16615.40,10538.50
venezuela,3,10615.40,16615.40,0.33,6000.00,13615.40,10615.40
venezuela,3,10769.20,16615.40,0.35,5846.20,11538.50,10769.20
venezuela,3,9615.40,15692.30,0.40,6076.90,10769.20,9615.40
venezuela,3,10538.50,16307.70,0.31,5769.20,12769.20,10538.50
venezuela,3,10615.40,15230.80,0.31,4615.40,13230.80,10615.40
venezuela,1,11384.60,15307.70,0.28,3923.10,11384.60,15307.70
venezuela,2,11153.80,16769.20,0.28,5615.40,14615.40,11153.80
venezuela,1,7230.80,17846.20,0.52,10615.40,7230.80,17846.20
venezuela,3,10846.20,15769.20,0.34,4923.00,10846.20,10923.10
venezuela,1,13692.30,16230.80,0.20,2538.50,13692.30,15000.00
venezuela,3,11923.10,15923.10,0.27,4000.00,13846.20,11923.10
venezuela,3,11079.90,15846.20,0.36,4766.30,11384.60,11076.90
venezuela,6,14076.90,16153.80,0.23,2076.90,14076.90,14769.20
venezuela,3,10307.70,14769.20,0.39,4461.50,10307.70,10615.40
venezuela,3,10384.60,15384.60,0.37,5000.00,10384.60,10538.50
venezuela,6,13461.50,15461.50,0.20,2000.00,15307.70,13461.50
venezuela,2,12461.50,16000.00,0.21,3538.50,15692.30,12461.50
venezuela,2,9769.20,15461.50,0.66,5692.30,15461.50,9769.20
venezuela,6,14538.50,16230.80,0.18,1692.30,15692.30,14538.50
venezuela,1,9692.30,16230.80,0.21,6538.50,9692.30,16230.80
venezuela,1,9538.50,19153.80,0.34,9615.30,9538.50,19153.80
venezuela,2,6769.20,9153.80,0.12,2384.60,9153.80,6769.20
venezuela,1,7307.70,16153.80,0.82,8846.10,7307.70,16153.80
venezuela,1,7307.70,18846.20,0.90,11538.50,7307.70,18846.20
venezuela,1,6846.20,16692.30,0.96,9846.10,6846.20,16692.30
venezuela,2,6230.80,12076.90,0.89,5846.10,12076.90,7307.70
venezuela,1,11307.70,17307.70,0.46,6000.00,11307.70,17307.70
venezuela,3,8692.30,11076.90,0.17,2384.60,8692.30,8692.30
venezuela,5,7384.60,21000.00,2.07,13615.40,21000.00,7384.60
venezuela,1,8846.20,12384.60,0.48,3538.40,8846.20,12384.60
venezuela,3,12692.30,15153.80,0.22,2461.50,13076.90,12692.30
venezuela,6,5286.70,6209.80,0.17,923.10,5874.10,5286.70
venezuela,4,6713.30,17118.90,0.31,10405.60,16447.60,15692.30
venezuela,1,12503.50,18209.80,0.10,5706.30,12503.50,17874.10
venezuela,4,5790.20,16135.80,1.02,10345.60,13594.40,16135.80
venezuela,3,5370.60,14769.20,0.84,9398.60,7468.50,5370.60
venezuela,3,6461.50,14181.80,0.70,7720.30,5286.70,6461.50
venezuela,5,4951.00,16615.40,2.92,11664.40,12923.10,8559.40
venezuela,1,8895.10,13762.20,0.40,4867.10,8895.10,13762.20
venezuela,2,7804.20,12755.20,0.11,4951.00,12755.20,7804.20
venezuela,3,5202.80,8139.90,0.17,2937.10,5286.70,5202.80
venezuela,6,11244.80,13426.60,0.72,2181.80,13090.90,12419.60
venezuela,2,4447.60,8055.90,0.36,3608.30,8055.90,4447.60
venezuela,1,6377.60,14097.90,0.95,7720.30,6377.60,14097.90
venezuela,1,7216.80,12083.90,0.62,4867.10,7216.80,12083.90
venezuela,3,6377.60,17538.50,0.88,11160.90,6377.60,7216.80
venezuela,1,5622.40,12587.40,0.87,6965.00,5622.40,12587.40
venezuela,3,5454.50,15524.50,0.81,10070.00,5454.50,7552.40
venezuela,4,5790.20,10405.60,0.65,4615.40,9230.80,10405.60
venezuela,3,7216.80,18293.70,0.53,11076.90,10657.30,7216.80
venezuela,2,6881.10,12923.10,0.55,6042.00,12923.10,6881.10
venezuela,2,3944.10,12251.70,0.46,8307.60,12251.70,3944.10
venezuela,1,9986.00,14853.10,0.25,4867.10,9986.00,14853.10
venezuela,2,7552.40,16531.50,0.80,8979.10,16531.50,8979.00
venezuela,4,8727.30,16531.50,1.17,7804.20,14601.40,16531.50
venezuela,2,5706.30,16363.60,1.48,10657.30,16363.60,5706.30
venezuela,2,5958.00,16363.60,1.31,10405.60,16363.60,5958.00
venezuela,2,5790.20,18209.80,1.19,12419.60,18209.80,6461.50
venezuela,1,9314.70,22657.30,0.50,13342.60,9314.70,22657.30
venezuela,2,5286.70,13846.20,0.96,8559.50,13846.20,6629.40
venezuela,2,5874.10,13930.10,1.11,8056.00,13930.10,6125.90
venezuela,1,9230.80,22405.60,0.46,13174.80,9230.80,22405.60
venezuela,2,5622.40,14937.10,1.08,9314.70,14937.10,6629.40
venezuela,1,11328.70,23076.90,0.38,11748.20,11328.70,23076.90
venezuela,5,7216.80,18125.90,1.22,10909.10,11076.90,8811.20
venezuela,3,7216.80,16028.00,0.92,8811.20,9818.20,7216.80
venezuela,2,5538.50,17202.80,0.88,11664.30,17202.80,5538.50
venezuela,2,6209.80,14685.30,0.87,8475.50,14601.40,6209.80
venezuela,1,10321.70,23160.80,0.33,12839.10,10321.70,23160.80
venezuela,5,8559.40,17958.00,1.03,9398.60,12167.80,11412.60
venezuela,5,7049.00,18377.60,1.13,11328.60,18377.60,7720.30
venezuela,1,6713.30,13007.00,0.26,6293.70,6713.30,13007.00
